Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned,Dept Code,Level
85475,HR,Male,28,Specialist,03:05.6,5,Bachelor,4,6300,56,27,5,2,50,11,3,0,1.05,FALSE,D05,Level 4
85476,Engineering,Male,28,Consultant,03:05.6,0,Bachelor,3,7150,54,23,22,7,0,12,76,2,1.51,FALSE,D04,Level 1
85477,Finance,Female,38,Technician,03:05.6,7,High School,3,4550,42,20,18,1,0,6,32,0,4.06,FALSE,D02,Level 4
85478,Engineering,Male,29,Specialist,03:05.6,0,Bachelor,4,6300,47,48,6,0,75,10,41,2,1.18,FALSE,D04,Level 4
85479,Marketing,Male,46,Specialist,03:05.6,7,Master,4,6300,38,10,29,6,25,17,73,2,1.63,TRUE,D07,Level 4
85480,IT,Male,59,Manager,03:05.6,0,High School,1,6600,48,3,27,7,0,6,2,1,2.09,FALSE,D01,Level 4
85481,HR,Female,35,Manager,03:05.6,2,Bachelor,3,7800,41,18,17,10,100,6,46,0,1.62,FALSE,D05,Level 4
85482,Engineering,Female,49,Manager,03:05.6,0,High School,3,7800,41,40,17,1,100,15,18,1,4.06,FALSE,D04,Level 4
85483,Sales,Male,46,Manager,03:05.6,3,Master,4,8400,30,17,11,10,25,16,2,0,4.26,FALSE,D08,Level 4
85484,Marketing,Male,26,Manager,03:05.6,7,High School,4,8400,31,35,11,14,50,3,63,0,3.34,FALSE,D07,Level 4
85485,Marketing,Female,49,Analyst,03:05.6,9,Bachelor,2,4800,37,42,8,0,0,5,26,1,2.76,FALSE,D07,Level 1
85486,Finance,Male,28,Analyst,03:05.6,1,Bachelor,5,6000,37,48,0,14,50,16,4,0,2.18,FALSE,D02,Level 1
85487,HR,Male,58,Developer,03:05.6,6,Bachelor,4,7000,40,10,16,14,50,17,40,1,2.97,TRUE,D05,Level 1
85488,Legal,Male,22,Technician,03:05.6,9,High School,1,3850,37,49,28,12,100,3,11,2,2.79,FALSE,#N/A,Level 4
85489,Customer Support,Male,48,Specialist,03:05.6,4,High School,4,6300,47,30,2,13,25,17,31,2,3.39,FALSE,D03,Level 4
85490,Finance,Male,49,Analyst,03:05.6,3,Bachelor,3,5200,32,19,22,10,50,4,60,1,4.8,FALSE,D02,Level 1
85491,Legal,Female,50,Developer,03:05.6,1,High School,4,7000,54,19,2,0,75,5,91,2,3.6,FALSE,#N/A,Level 1
85492,Engineering,Female,37,Specialist,03:05.6,3,High School,1,4950,39,26,16,5,50,19,63,0,4.99,FALSE,D04,Level 4
85493,Finance,Male,25,Analyst,03:05.6,7,Bachelor,4,5600,41,28,5,13,100,7,46,1,1.85,FALSE,D02,Level 1
85494,HR,Female,25,Technician,03:05.6,0,High School,4,4900,59,24,6,2,75,1,50,1,4.33,FALSE,D05,Level 4
85495,Customer Support,Male,34,Specialist,03:05.6,9,High School,3,5850,60,11,16,2,75,8,99,1,1.61,FALSE,D03,Level 4
85496,Engineering,Male,38,Consultant,03:05.6,0,Bachelor,2,6600,46,14,28,1,50,1,7,2,4.08,FALSE,D04,Level 1
85497,Finance,Female,30,Consultant,03:05.6,9,Bachelor,3,7150,44,44,29,12,100,7,75,0,4.45,FALSE,D02,Level 1
85498,Engineering,Male,46,Manager,03:05.6,1,Bachelor,2,7200,36,49,26,0,25,11,62,1,1.26,FALSE,D04,Level 4
85499,Marketing,Female,54,Analyst,03:05.6,8,High School,2,4800,51,23,25,1,75,14,89,1,2.32,FALSE,D07,Level 1
85500,Marketing,Male,40,Developer,03:05.6,1,Bachelor,3,6500,35,33,19,1,75,14,14,2,3.74,FALSE,D07,Level 1
85501,Operations,Male,35,Engineer,03:05.6,0,Bachelor,3,7800,38,35,10,9,0,8,84,0,2.44,FALSE,D09,Level 1
85502,HR,Male,28,Consultant,03:05.6,4,Master,1,6050,51,24,10,0,50,1,2,2,3.08,FALSE,D05,Level 1
85503,Customer Support,Female,39,Consultant,03:05.6,7,Bachelor,5,8250,59,1,4,7,75,9,53,2,4.25,FALSE,D03,Level 1
85504,Marketing,Male,26,Engineer,03:05.6,7,Bachelor,4,8400,60,6,20,12,50,2,60,0,2.26,FALSE,D07,Level 1
85505,Sales,Female,30,Technician,03:05.6,4,High School,3,4550,46,39,28,4,75,11,41,0,4.74,FALSE,D08,Level 4
85506,Customer Support,Female,45,Technician,03:05.6,4,Master,2,4200,33,10,8,3,75,10,39,0,3.58,TRUE,D03,Level 4
85507,Marketing,Female,56,Technician,03:05.6,1,High School,3,4550,30,23,0,4,25,3,15,2,3.21,FALSE,D07,Level 4
85508,Marketing,Female,27,Consultant,03:05.6,1,Bachelor,4,7700,58,5,0,13,25,15,66,1,3.76,TRUE,D07,Level 1
85509,Operations,Male,58,Manager,03:05.6,7,Bachelor,1,6600,52,30,9,4,100,3,69,1,3.66,FALSE,D09,Level 4
85510,HR,Female,42,Analyst,03:05.6,1,High School,1,4400,44,9,9,1,25,5,87,0,3.13,FALSE,D05,Level 1
85511,Marketing,Female,44,Engineer,03:05.6,5,Bachelor,3,7800,56,35,2,10,0,13,17,2,1.24,FALSE,D07,Level 1
85512,IT,Male,41,Specialist,03:05.6,2,Bachelor,2,5400,52,8,26,11,75,17,48,1,2.52,FALSE,D01,Level 4
85513,HR,Male,26,Analyst,03:05.6,9,High School,2,4800,43,15,27,13,100,12,83,1,4.73,FALSE,D05,Level 1
85514,IT,Female,44,Specialist,03:05.6,8,High School,4,6300,33,46,6,0,25,19,67,2,3.26,FALSE,D01,Level 4
85515,Customer Support,Male,53,Analyst,03:05.6,8,Bachelor,1,4400,47,23,5,0,25,12,29,1,3.55,TRUE,D03,Level 1
85516,Finance,Male,36,Specialist,03:05.6,7,Bachelor,3,5850,43,39,16,8,0,9,57,0,4.58,FALSE,D02,Level 4
85517,Marketing,Male,52,Specialist,03:05.6,0,Master,5,6750,31,10,2,0,100,8,31,0,3.13,FALSE,D07,Level 4
85518,Customer Support,Male,35,Consultant,03:05.6,4,Bachelor,3,7150,57,8,17,14,75,4,7,2,4.91,FALSE,D03,Level 1
85519,Sales,Female,23,Consultant,03:05.6,4,Bachelor,3,7150,30,32,11,11,50,6,27,0,3.89,FALSE,D08,Level 1
85520,Sales,Female,39,Technician,03:05.6,7,High School,3,4550,55,49,6,2,75,8,36,2,3.18,FALSE,D08,Level 4
85521,HR,Other,59,Analyst,03:05.6,8,Bachelor,5,6000,46,32,26,2,100,18,35,2,4.73,FALSE,D05,Level 1
85522,Sales,Male,47,Manager,03:05.6,5,Master,2,7200,31,28,24,0,75,2,62,2,3.34,FALSE,D08,Level 4
85523,Sales,Male,32,Technician,03:05.6,7,Master,4,4900,30,18,9,11,25,5,98,1,3.75,FALSE,D08,Level 4
85524,Customer Support,Female,25,Consultant,03:05.6,6,Bachelor,4,7700,56,44,3,9,75,14,49,0,3.2,FALSE,D03,Level 1
85525,Sales,Male,29,Technician,03:05.6,7,Master,1,3850,47,11,5,13,100,9,85,1,1.45,FALSE,D08,Level 4
85526,HR,Male,55,Engineer,03:05.6,7,Master,5,9000,44,5,17,11,25,12,80,0,1.59,FALSE,D05,Level 1
85527,HR,Female,22,Analyst,03:05.6,7,Bachelor,3,5200,45,16,6,8,25,7,1,0,4.8,FALSE,D05,Level 1
85528,Marketing,Other,43,Engineer,03:05.6,7,PhD,5,9000,58,40,26,6,25,4,85,2,4,FALSE,D07,Level 1
85529,Legal,Female,50,Specialist,03:05.6,0,Bachelor,4,6300,42,27,19,5,50,14,41,0,4.01,FALSE,#N/A,Level 4
85530,Operations,Male,60,Analyst,03:05.6,8,Bachelor,3,5200,42,17,18,7,75,9,18,1,4.51,FALSE,D09,Level 1
85531,IT,Female,52,Analyst,03:05.6,9,Master,4,5600,56,42,21,11,100,6,82,0,1.95,FALSE,D01,Level 1
85532,Legal,Female,24,Technician,03:05.6,1,High School,5,5250,50,38,13,1,25,14,90,2,3.05,FALSE,#N/A,Level 4
85533,Engineering,Male,46,Technician,03:05.6,8,Master,4,4900,55,11,27,1,50,8,17,1,1.62,FALSE,D04,Level 4
85534,Operations,Male,27,Analyst,03:05.6,4,High School,4,5600,38,7,15,0,50,16,59,1,1.92,FALSE,D09,Level 1
85535,IT,Female,27,Specialist,03:05.6,5,Bachelor,4,6300,51,5,1,12,75,11,1,2,1.81,TRUE,D01,Level 4
85536,Finance,Male,56,Manager,03:05.6,8,Bachelor,2,7200,47,3,11,9,25,19,15,1,2.36,FALSE,D02,Level 4
85537,Marketing,Male,27,Technician,03:05.6,1,High School,1,3850,43,23,8,10,50,14,23,1,3.86,FALSE,D07,Level 4
85538,Marketing,Male,58,Engineer,03:05.6,8,Master,3,7800,50,24,20,5,25,8,4,2,3.67,FALSE,D07,Level 1
85539,Marketing,Male,34,Developer,03:05.6,7,High School,2,6000,38,3,26,14,0,2,44,0,3.91,FALSE,D07,Level 1
85540,Marketing,Female,22,Engineer,03:05.6,1,High School,2,7200,49,23,27,13,25,15,18,1,2.99,FALSE,D07,Level 1
85541,Sales,Female,28,Consultant,03:05.6,6,Master,4,7700,52,8,1,13,100,12,32,2,2.69,FALSE,D08,Level 1
85542,Engineering,Male,51,Developer,03:05.6,9,High School,5,7500,50,17,12,6,75,16,83,2,2.3,FALSE,D04,Level 1
85543,HR,Female,25,Developer,03:05.6,0,High School,1,5500,39,4,5,2,100,13,90,0,3.03,FALSE,D05,Level 1
85544,IT,Female,26,Engineer,03:05.6,8,High School,2,7200,32,37,7,3,50,8,28,0,3.7,FALSE,D01,Level 1
85545,Operations,Male,37,Engineer,03:05.6,0,Master,4,8400,32,39,9,9,25,11,44,1,4.72,FALSE,D09,Level 1
85546,Customer Support,Male,43,Technician,03:05.6,0,Bachelor,3,4550,57,44,15,5,50,8,26,1,4.45,FALSE,D03,Level 4
85547,Marketing,Other,22,Analyst,03:05.6,2,PhD,5,6000,33,27,13,2,100,7,51,2,4.62,FALSE,D07,Level 1
85548,HR,Female,41,Analyst,03:05.6,2,High School,3,5200,45,10,20,4,75,17,10,0,3.57,TRUE,D05,Level 1
85549,Operations,Female,49,Developer,03:05.6,3,Bachelor,2,6000,60,6,3,1,75,6,49,1,1.57,FALSE,D09,Level 1
85550,IT,Male,25,Consultant,03:05.6,8,Master,4,7700,56,30,22,0,0,4,26,0,3.51,TRUE,D01,Level 1
85551,HR,Male,49,Analyst,03:05.6,8,Bachelor,2,4800,38,30,4,13,25,9,15,0,2.55,FALSE,D05,Level 1
85552,Sales,Male,32,Developer,03:05.6,1,High School,2,6000,51,28,18,5,0,8,65,2,1.28,FALSE,D08,Level 1
85553,Sales,Female,51,Developer,03:05.6,7,Bachelor,1,5500,55,24,11,3,100,12,69,2,1.58,TRUE,D08,Level 1
85554,Sales,Male,37,Analyst,03:05.6,8,High School,5,6000,59,25,28,13,0,11,95,0,1.32,FALSE,D08,Level 1
85555,Sales,Female,30,Developer,03:05.6,8,Master,4,7000,34,38,21,0,0,6,84,1,3.18,FALSE,D08,Level 1
85556,Marketing,Male,47,Consultant,03:05.6,3,Bachelor,4,7700,50,28,5,6,50,4,50,2,1.4,FALSE,D07,Level 1
85557,Legal,Female,42,Specialist,03:05.6,5,Master,3,5850,51,36,29,4,0,19,99,1,3.06,FALSE,#N/A,Level 4
85558,Legal,Male,46,Specialist,03:05.6,9,Bachelor,3,5850,30,6,3,7,50,13,94,1,3.61,FALSE,#N/A,Level 4
85559,Legal,Male,38,Technician,03:05.6,5,High School,3,4550,56,21,0,13,50,1,44,0,1.27,FALSE,#N/A,Level 4
85560,Finance,Female,37,Technician,03:05.6,9,Bachelor,1,3850,43,28,22,14,100,8,5,0,3.28,FALSE,D02,Level 4
85561,Operations,Male,48,Engineer,03:05.6,7,Bachelor,4,8400,44,15,8,5,0,10,88,0,3.04,FALSE,D09,Level 1
85562,Customer Support,Male,40,Analyst,03:05.6,8,Bachelor,5,6000,55,3,19,1,0,2,40,0,3.13,FALSE,D03,Level 1
85563,IT,Female,39,Manager,03:05.6,0,Bachelor,2,7200,50,17,22,14,100,4,52,2,3.56,FALSE,D01,Level 4
85564,Marketing,Male,54,Engineer,03:05.6,8,Bachelor,3,7800,35,23,2,2,100,17,24,1,1.37,FALSE,D07,Level 1
85565,HR,Male,32,Consultant,03:05.6,4,Bachelor,5,8250,54,29,14,4,25,7,13,0,4.41,TRUE,D05,Level 1
85566,Sales,Male,22,Technician,03:05.6,8,Bachelor,1,3850,36,47,26,7,25,3,23,0,3.12,FALSE,D08,Level 4
85567,IT,Female,45,Engineer,03:05.6,1,High School,2,7200,37,43,1,6,0,12,38,0,2.32,FALSE,D01,Level 1
85568,Legal,Male,55,Developer,03:05.6,2,Bachelor,5,7500,46,10,21,6,25,2,27,0,1.08,FALSE,#N/A,Level 1
85569,HR,Female,48,Manager,03:05.6,2,Bachelor,5,9000,48,6,2,3,50,18,7,1,4.04,FALSE,D05,Level 4
85570,IT,Male,56,Manager,03:05.6,6,High School,5,9000,51,48,15,0,25,17,52,2,2.25,FALSE,D01,Level 4
85571,Sales,Female,44,Manager,03:05.6,1,Bachelor,5,9000,32,20,15,3,25,13,45,1,3.99,FALSE,D08,Level 4
85572,Legal,Female,49,Analyst,03:05.6,2,Bachelor,2,4800,32,36,8,11,100,17,26,2,3.26,TRUE,#N/A,Level 1
85573,Operations,Female,53,Technician,03:05.6,0,Bachelor,5,5250,54,39,1,11,100,13,57,0,3.28,FALSE,D09,Level 4
85574,Marketing,Male,35,Technician,03:05.6,5,PhD,3,4550,54,8,6,1,100,17,33,0,3.76,FALSE,D07,Level 4
85575,Marketing,Female,38,Technician,03:05.6,9,Bachelor,3,4550,35,17,3,7,100,6,51,1,2.15,FALSE,D07,Level 4
85576,Marketing,Male,24,Specialist,03:05.6,3,High School,4,6300,44,1,1,6,50,7,98,2,3.08,FALSE,D07,Level 4
85577,IT,Male,50,Engineer,03:05.6,8,Bachelor,5,9000,37,28,14,5,50,11,86,1,3.59,FALSE,D01,Level 1
85578,Marketing,Male,48,Manager,03:05.6,0,High School,5,9000,38,8,28,13,0,16,40,1,1.67,FALSE,D07,Level 4
85579,Sales,Female,42,Manager,03:05.6,0,PhD,1,6600,43,33,18,1,50,6,29,2,2.71,FALSE,D08,Level 4
85580,Engineering,Female,56,Technician,03:05.6,5,Bachelor,1,3850,44,10,11,13,100,7,65,1,2.93,FALSE,D04,Level 4
85581,IT,Female,48,Developer,03:05.6,4,High School,3,6500,48,30,29,6,75,18,65,0,2.9,FALSE,D01,Level 1
85582,IT,Female,58,Consultant,03:05.6,5,Master,3,7150,55,39,4,14,0,17,18,0,3.88,FALSE,D01,Level 1
85583,Marketing,Male,48,Developer,03:05.6,2,High School,5,7500,51,13,3,2,50,11,12,1,2.36,FALSE,D07,Level 1
85584,Operations,Male,59,Developer,03:05.6,4,High School,4,7000,41,41,15,14,100,18,58,2,2.18,FALSE,D09,Level 1
85585,Engineering,Female,38,Manager,03:05.6,4,High School,2,7200,32,35,12,8,50,2,72,1,1.51,FALSE,D04,Level 4
85586,Sales,Female,40,Manager,03:05.6,9,High School,5,9000,50,47,5,14,25,7,77,1,3.73,TRUE,D08,Level 4
85587,Sales,Female,24,Technician,03:05.6,6,PhD,3,4550,33,20,0,5,50,8,99,2,1.14,FALSE,D08,Level 4
85588,Engineering,Female,22,Specialist,03:05.6,2,High School,1,4950,45,47,17,6,50,2,55,2,4,FALSE,D04,Level 4
85589,Customer Support,Male,57,Consultant,03:05.6,8,High School,4,7700,56,35,0,12,25,7,58,0,2.21,FALSE,D03,Level 1
85590,IT,Male,43,Engineer,03:05.6,7,Bachelor,5,9000,48,9,4,2,100,10,97,1,4.15,FALSE,D01,Level 1
85591,Engineering,Male,58,Analyst,03:05.6,9,Master,4,5600,45,21,0,2,75,19,79,0,1.75,FALSE,D04,Level 1
85592,Legal,Male,37,Analyst,03:05.6,7,Master,3,5200,43,33,28,12,100,7,80,0,1.62,FALSE,#N/A,Level 1
85593,Legal,Male,40,Technician,03:05.6,4,High School,2,4200,56,9,5,3,100,9,8,1,2.36,FALSE,#N/A,Level 4
85594,IT,Female,29,Manager,03:05.6,9,Master,3,7800,53,25,17,5,50,3,78,1,2.56,TRUE,D01,Level 4
85595,Sales,Female,38,Engineer,03:05.6,6,Bachelor,2,7200,60,2,13,14,75,12,3,2,1.93,FALSE,D08,Level 1
85596,HR,Male,54,Developer,03:05.6,5,Master,5,7500,33,3,11,4,100,4,9,2,2.04,FALSE,D05,Level 1
85597,Engineering,Male,37,Engineer,03:05.6,3,Bachelor,5,9000,35,15,10,10,0,9,21,2,3.15,FALSE,D04,Level 1
85598,Legal,Male,22,Technician,03:05.6,6,High School,4,4900,52,29,25,9,0,6,12,2,4.92,FALSE,#N/A,Level 4
85599,Marketing,Female,40,Technician,03:05.6,0,Bachelor,5,5250,53,27,19,13,100,11,72,1,1.45,FALSE,D07,Level 4
85600,HR,Female,30,Engineer,03:05.6,3,High School,3,7800,47,29,18,7,50,10,51,0,4.67,FALSE,D05,Level 1
85601,HR,Female,43,Analyst,03:05.6,5,Bachelor,2,4800,32,13,5,3,100,4,62,1,3.73,FALSE,D05,Level 1
85602,HR,Male,25,Technician,03:05.6,5,Bachelor,5,5250,53,38,20,13,100,6,92,0,1.8,FALSE,D05,Level 4
85603,Sales,Female,39,Technician,03:05.6,1,Master,2,4200,57,26,27,10,75,6,59,2,4.33,FALSE,D08,Level 4
85604,Customer Support,Other,23,Manager,03:05.6,8,High School,3,7800,39,9,12,0,50,6,28,0,2.03,FALSE,D03,Level 4
85605,Sales,Female,41,Developer,03:05.6,9,Bachelor,3,6500,54,36,7,0,0,3,18,0,4.31,FALSE,D08,Level 1
85606,Engineering,Male,42,Analyst,03:05.6,2,Bachelor,4,5600,42,5,11,5,100,5,86,2,3.4,FALSE,D04,Level 1
85607,Sales,Female,31,Engineer,03:05.6,8,Bachelor,1,6600,45,31,21,14,0,9,48,1,3.98,TRUE,D08,Level 1
85608,HR,Female,32,Specialist,03:05.6,4,High School,4,6300,49,26,27,4,25,11,93,1,3.34,TRUE,D05,Level 4
85609,Engineering,Female,53,Consultant,03:05.6,3,Bachelor,2,6600,53,32,8,12,50,18,91,2,2.34,FALSE,D04,Level 1
85610,Engineering,Male,28,Specialist,03:05.6,6,Bachelor,1,4950,37,4,29,5,75,4,91,1,2.66,FALSE,D04,Level 4
85611,Finance,Other,30,Manager,03:05.6,7,High School,1,6600,36,13,10,3,50,6,84,0,3.98,FALSE,D02,Level 4
85612,Finance,Female,47,Analyst,03:05.6,0,High School,5,6000,50,33,16,2,50,12,23,2,1.97,FALSE,D02,Level 1
85613,HR,Female,49,Engineer,03:05.6,8,Bachelor,4,8400,36,5,22,3,75,13,90,1,3.23,FALSE,D05,Level 1
85614,Finance,Female,30,Analyst,03:05.6,4,Bachelor,5,6000,53,28,8,13,100,8,61,1,3.21,FALSE,D02,Level 1
85615,HR,Other,43,Consultant,03:05.6,3,High School,5,8250,40,45,21,1,100,4,49,1,3.74,FALSE,D05,Level 1
85616,HR,Female,31,Manager,03:05.6,4,High School,4,8400,50,22,13,11,100,7,17,1,1.32,FALSE,D05,Level 4
85617,Sales,Female,50,Developer,03:05.6,6,Bachelor,5,7500,53,16,26,8,0,18,69,2,3.93,FALSE,D08,Level 1
85618,Customer Support,Female,37,Technician,03:05.6,4,High School,3,4550,36,19,7,2,100,15,96,0,3.3,FALSE,D03,Level 4
85619,IT,Male,52,Engineer,03:05.6,7,Bachelor,3,7800,42,47,20,5,50,18,4,1,4.19,FALSE,D01,Level 1
85620,Legal,Female,34,Analyst,03:05.6,1,Bachelor,3,5200,34,41,6,0,0,10,2,2,1.72,FALSE,#N/A,Level 1
85621,IT,Male,44,Consultant,03:05.6,6,PhD,2,6600,54,18,24,1,75,2,49,2,1.04,FALSE,D01,Level 1
85622,Finance,Female,35,Analyst,03:05.6,1,Bachelor,4,5600,30,43,4,11,100,10,12,1,1.7,FALSE,D02,Level 1
85623,Sales,Female,27,Analyst,03:05.6,9,High School,5,6000,42,28,10,2,25,7,64,1,1.8,FALSE,D08,Level 1
85624,Sales,Male,26,Manager,03:05.6,9,Bachelor,4,8400,56,34,20,5,0,14,94,2,2.61,FALSE,D08,Level 4
85625,Engineering,Male,24,Manager,03:05.6,9,Bachelor,4,8400,44,40,7,10,75,15,23,1,3.66,FALSE,D04,Level 4
85626,Operations,Male,34,Specialist,03:05.6,7,High School,1,4950,57,3,24,7,100,11,3,0,1.17,FALSE,D09,Level 4
85627,IT,Female,25,Engineer,03:05.6,8,Bachelor,4,8400,49,8,24,12,50,19,37,2,3.38,FALSE,D01,Level 1
85628,Operations,Female,22,Engineer,03:05.6,3,Bachelor,3,7800,60,13,1,6,50,12,54,2,3.19,FALSE,D09,Level 1
85629,Operations,Female,50,Developer,03:05.6,9,Master,4,7000,53,41,14,0,50,18,85,0,4.92,FALSE,D09,Level 1
85630,IT,Female,27,Manager,03:05.6,4,Master,2,7200,30,20,1,1,25,12,84,2,1.72,FALSE,D01,Level 4
85631,Finance,Male,56,Technician,03:05.6,0,High School,2,4200,32,7,11,14,25,18,62,1,2.57,FALSE,D02,Level 4
85632,Finance,Female,24,Consultant,03:05.6,0,PhD,5,8250,47,39,0,3,50,9,15,1,3.23,FALSE,D02,Level 1
85633,Legal,Male,42,Analyst,03:05.6,9,Bachelor,4,5600,41,18,11,6,75,11,3,2,4.76,FALSE,#N/A,Level 1
85634,IT,Female,49,Specialist,03:05.6,0,PhD,5,6750,37,43,28,9,75,1,59,1,2.92,FALSE,D01,Level 4
85635,Engineering,Other,50,Specialist,03:05.6,6,Bachelor,5,6750,55,3,18,7,75,11,0,2,4.38,FALSE,D04,Level 4
85636,Legal,Female,22,Analyst,03:05.6,7,Master,1,4400,52,39,19,9,100,13,86,0,3.77,FALSE,#N/A,Level 1
85637,Operations,Male,30,Analyst,03:05.6,1,High School,3,5200,48,30,21,8,50,17,28,2,3.59,FALSE,D09,Level 1
85638,Engineering,Female,27,Engineer,03:05.6,0,High School,3,7800,37,6,18,3,25,9,68,1,2.38,FALSE,D04,Level 1
85639,Marketing,Male,53,Developer,03:05.6,9,Bachelor,1,5500,60,21,19,1,25,16,22,2,3.08,FALSE,D07,Level 1
85640,IT,Other,29,Technician,03:05.6,1,High School,1,3850,51,7,20,0,25,11,90,1,1.19,FALSE,D01,Level 4
85641,IT,Female,52,Engineer,03:05.6,3,Bachelor,4,8400,32,44,20,12,50,19,93,2,2.31,FALSE,D01,Level 1
85642,Sales,Male,42,Developer,03:05.6,3,Bachelor,1,5500,60,41,19,10,75,6,29,0,2.18,FALSE,D08,Level 1
85643,Legal,Male,30,Specialist,03:05.6,2,Bachelor,5,6750,45,36,7,8,50,19,69,1,2.66,TRUE,#N/A,Level 4
85644,HR,Male,49,Developer,03:05.6,7,Bachelor,4,7000,44,41,6,2,50,19,42,1,1.17,TRUE,D05,Level 1
85645,HR,Female,30,Manager,03:05.6,7,PhD,3,7800,48,6,14,9,75,10,23,1,1.08,FALSE,D05,Level 4
85646,Engineering,Male,56,Manager,03:05.6,4,Master,4,8400,48,1,6,14,25,14,87,2,1.29,TRUE,D04,Level 4
85647,Engineering,Male,36,Manager,03:05.6,3,Bachelor,2,7200,37,22,9,10,0,14,83,0,3.29,FALSE,D04,Level 4
85648,Sales,Female,33,Developer,03:05.6,0,Bachelor,2,6000,39,45,25,4,75,3,55,0,4.81,FALSE,D08,Level 1
85649,Marketing,Female,55,Engineer,03:05.6,5,Bachelor,1,6600,42,47,14,3,50,2,94,0,2.28,TRUE,D07,Level 1
85650,Legal,Female,24,Manager,03:05.6,0,High School,1,6600,31,42,12,0,0,15,3,0,1.42,FALSE,#N/A,Level 4
85651,Customer Support,Female,40,Analyst,03:05.6,2,Bachelor,3,5200,33,29,28,12,100,16,79,0,4.77,FALSE,D03,Level 1
85652,HR,Male,59,Developer,03:05.6,2,High School,1,5500,38,22,26,11,25,17,42,2,3.15,FALSE,D05,Level 1
85653,Marketing,Female,40,Specialist,03:05.6,9,Bachelor,5,6750,59,17,27,10,50,3,37,2,3.16,FALSE,D07,Level 4
85654,Marketing,Female,24,Specialist,03:05.6,0,PhD,4,6300,49,31,25,3,0,8,17,2,3.31,FALSE,D07,Level 4
85655,Sales,Male,53,Technician,03:05.6,0,Bachelor,3,4550,55,29,24,14,50,9,88,2,2.52,FALSE,D08,Level 4
85656,Legal,Female,51,Consultant,03:05.6,5,High School,5,8250,59,43,13,12,50,2,46,1,1.3,FALSE,#N/A,Level 1
85657,HR,Male,36,Developer,03:05.6,7,Bachelor,3,6500,38,34,15,8,25,6,61,1,1.23,FALSE,D05,Level 1
85658,IT,Male,45,Specialist,03:05.6,8,Bachelor,4,6300,43,22,16,4,50,15,7,2,2.94,FALSE,D01,Level 4
85659,HR,Female,25,Consultant,03:05.6,0,Bachelor,4,7700,54,48,9,7,50,14,23,0,2.66,FALSE,D05,Level 1
85660,Marketing,Male,33,Consultant,03:05.6,0,High School,4,7700,54,13,5,12,100,16,65,0,1.69,FALSE,D07,Level 1
85661,Customer Support,Male,28,Developer,03:05.6,6,PhD,1,5500,58,33,21,12,0,18,16,0,4.77,FALSE,D03,Level 1
85662,Legal,Female,53,Manager,03:05.6,6,Bachelor,4,8400,47,16,19,8,25,10,79,0,1.81,FALSE,#N/A,Level 4
85663,Operations,Male,25,Manager,03:05.6,9,Bachelor,1,6600,38,31,23,14,100,16,1,1,4.48,FALSE,D09,Level 4
85664,Legal,Male,50,Developer,03:05.6,2,Bachelor,1,5500,51,20,3,9,75,4,10,2,2.94,FALSE,#N/A,Level 1
85665,Customer Support,Male,25,Analyst,03:05.6,3,Bachelor,1,4400,58,16,13,13,50,5,74,1,4.91,FALSE,D03,Level 1
85666,Engineering,Male,29,Technician,03:05.6,3,High School,4,4900,36,45,6,3,0,16,3,2,3.99,FALSE,D04,Level 4
85667,Engineering,Male,45,Technician,03:05.6,2,Bachelor,5,5250,38,15,15,8,25,3,57,1,4.7,FALSE,D04,Level 4
85668,IT,Male,38,Analyst,03:05.6,4,High School,1,4400,55,9,1,13,100,12,87,1,2.85,FALSE,D01,Level 1
85669,IT,Male,41,Technician,03:05.6,1,High School,5,5250,38,15,28,1,100,16,40,2,4.56,TRUE,D01,Level 4
85670,IT,Female,54,Technician,03:05.6,4,Bachelor,4,4900,49,15,10,4,0,4,45,1,2.08,FALSE,D01,Level 4
85671,Customer Support,Female,37,Consultant,03:05.6,6,Bachelor,2,6600,58,16,16,0,50,17,78,0,2.73,FALSE,D03,Level 1
85672,Engineering,Female,58,Consultant,03:05.6,3,Bachelor,2,6600,34,19,16,10,75,15,0,1,1,FALSE,D04,Level 1
85673,Sales,Female,54,Developer,03:05.6,1,Bachelor,1,5500,60,35,11,3,100,17,47,0,1.13,TRUE,D08,Level 1
85674,Engineering,Female,60,Manager,03:05.6,0,High School,5,9000,51,47,21,14,100,12,60,0,1.69,FALSE,D04,Level 4
85675,Legal,Female,39,Consultant,03:05.6,5,High School,2,6600,40,39,19,5,75,15,48,2,1.31,FALSE,#N/A,Level 1
85676,Finance,Male,49,Specialist,03:05.6,2,High School,3,5850,43,12,27,5,25,3,48,1,4.27,FALSE,D02,Level 4
85677,Engineering,Male,30,Analyst,03:05.6,5,Bachelor,3,5200,40,1,24,14,75,4,52,1,2.35,TRUE,D04,Level 1
85678,Marketing,Female,49,Specialist,03:05.6,9,High School,3,5850,59,11,1,0,100,3,61,1,2.67,FALSE,D07,Level 4
85679,IT,Female,22,Consultant,03:05.6,6,Bachelor,2,6600,36,10,6,6,75,11,95,1,2.53,FALSE,D01,Level 1
